,Soil humidity ,Air humidity (%),Air temperature (C),Motor
2172,66.48,7.78,31.76,0
2173,66.44,7.96,31.3,0
2174,66.4,8.15,30.85,0
2175,66.36,8.27,30.69,0
2176,66.32,8.39,30.53,0
2177,66.27,8.35,30.54,0
2178,66.23,8.31,30.55,0
2179,66.19,8.23,30.78,0
2180,66.15,8.14,31.02,0
2181,66.11,7.78,31.01,0
2182,66.07,7.42,31,0
2183,66.03,7.58,31.1,0
2184,65.99,7.75,31.19,0
2185,65.95,7.88,31.26,0
2186,65.9,8.02,31.32,0
2187,65.86,7.72,31.38,0
2188,65.82,7.43,31.43,0
2189,65.78,7.35,31.55,0
2190,65.74,7.27,31.67,0
2191,65.7,6.96,31.51,0
2192,65.66,6.64,31.35,0
2193,65.62,6.9,31.38,0
2194,65.58,7.16,31.4,0
2195,65.53,7.1,31.44,0
2196,65.49,7.05,31.47,0
2197,65.45,6.92,31.48,0
2198,65.41,6.79,31.48,0
2199,65.37,6.85,31.44,0
2200,65.33,6.91,31.41,0
2201,65.29,6.8,31.62,0
2202,65.25,6.68,31.83,0
2203,65.21,6.68,31.72,0
2204,65.16,6.68,31.62,0
2205,65.12,6.72,31.84,0
2206,65.08,6.76,32.05,0
2207,65.04,6.7,32.07,0
2208,65,6.64,32.09,0
2209,65,6.3,31.84,0
2210,65,5.97,31.59,0
2211,65,6.12,31.55,0
2212,65,6.28,31.51,0
2213,65,6.38,31.38,0
2214,65,6.48,31.26,0
2215,65,6.46,31.28,0
2216,65,6.44,31.29,0
2217,65,6.44,31.19,0
2218,65,6.45,31.09,0
2219,65,6.67,30.97,0
2220,65,6.89,30.85,0
2221,65,6.85,30.8,0
2222,65,6.81,30.75,0
2223,65,6.8,30.64,0
2224,65,6.78,30.54,0
2225,65,6.87,30.43,0
2226,65,6.96,30.32,0
2227,65,7.04,30.21,0
2228,65,7.13,30.1,0
2229,65,7.3,29.95,0
2230,65,7.46,29.8,0
2231,65,7.63,29.66,0
2232,65,7.8,29.51,0
2233,65,8.35,29.36,0
2234,65,8.9,29.22,0
2235,65,9.62,28.94,0
2236,65,10.33,28.65,0
2237,65,11.03,28.41,0
2238,65,11.73,28.17,0
2239,65,12.85,27.76,0
2240,65,13.97,27.36,0
2241,65,14.52,27.03,0
2242,65,15.06,26.7,0
2243,65,15.54,26.26,0
2244,65,16.02,25.82,0
2245,65,16.29,25.55,0
2246,65,16.56,25.28,0
2247,65,17.93,25.05,0
2248,65,19.3,24.82,0
2249,65,28.08,23.62,0
2250,65,36.85,22.42,0
2251,65,40.03,21.69,0
2252,65,43.21,20.96,0
2253,65,45.39,20.65,0
2254,65,47.57,20.34,0
2255,65,49.54,20.02,0
2256,65,51.51,19.7,0
2257,65,52.92,19.49,0
2258,65,54.32,19.28,0
2259,65,55.74,19.1,0
2260,65,57.17,18.92,0
2261,65,58.66,18.84,0
2262,65,60.16,18.76,0
2263,65,61.14,18.67,0
2264,65,62.12,18.58,0
2265,65,62.61,18.49,0
2266,65,63.11,18.4,0
2267,65,63.19,18.41,0
2268,65,63.27,18.42,0
2269,65,64.17,18.28,0
2270,65,65.06,18.15,0
2271,65,65.91,18.01,0
2272,65,66.77,17.87,0
2273,65,67.01,17.81,0
2274,65,67.24,17.76,0
2275,65,67.48,17.7,0
2276,65,67.84,17.62,0
2277,65,68.2,17.53,0
2278,65,68.68,17.4,0
2279,65,69.16,17.27,0
2280,65,69.86,17.12,0
2281,65,70.57,16.97,0
2282,65,71.08,16.92,0
2283,65,71.59,16.86,0
2284,65,71.48,16.89,0
2285,65,71.37,16.92,0
2286,65,71.64,16.82,0
2287,65,71.91,16.71,0
2288,65,71.85,16.65,0
2289,65,71.8,16.59,0
2290,65,72.1,16.54,0
2291,65,72.41,16.48,0
2292,65,71.5,16.66,0
2293,65,70.59,16.83,0
2294,65,70.7,16.85,0
2295,65,70.81,16.87,0
2296,65,71.05,16.82,0
2297,65,71.29,16.76,0
2298,65,71.44,16.75,0
2299,65,71.59,16.74,0
2300,65,72.48,16.55,0
2301,65,73.38,16.36,0
2302,65,74.18,16.13,0
2303,65,74.98,15.91,0
2304,65,75.34,15.82,0
2305,65,75.69,15.73,0
2306,65,75.6,15.68,0
2307,65,75.5,15.63,0
2308,65,74.54,15.78,0
2309,65,73.57,15.93,0
2310,65,73.16,15.86,0
2311,65,72.74,15.79,0
2312,65,72.79,15.69,0
2313,65,72.85,15.59,0
2314,65,73.33,15.43,0
2315,65,73.81,15.28,0
2316,65,73.68,15.25,0
2317,65,73.54,15.22,0
2318,65,73.54,15.2,0
2319,65,73.54,15.18,0
2320,65,73.84,15.19,0
2321,65,74.15,15.2,0
2322,65,74.45,15.21,0
2323,65,74.46,15.2,0
2324,65,74.47,15.18,0
2325,65,74.34,15.1,0
2326,65,74.22,15.03,0
2327,65,74.2,15.04,0
2328,65,74.18,15.05,0
2329,65,72.68,15.2,0
2330,65,71.19,15.35,0
2331,65,69.7,15.48,0
2332,65,68.21,15.6,0
2333,65,68.37,15.6,0
2334,65,68.53,15.6,0
2335,65,66.92,15.72,0
2336,65,65.31,15.84,0
2337,65,64.74,15.77,0
2338,65,64.18,15.7,0
2339,65,64.01,15.56,0
2340,65,63.84,15.41,0
2341,65,64.76,15.11,0
2342,65,65.68,14.81,0
2343,65,65.31,14.75,0
2344,65,64.94,14.69,0
2345,65,62.66,14.84,0
2346,65,60.37,14.98,0
2347,65,60.51,14.76,0
2348,65,60.65,14.55,0
2349,65,64.1,14.15,0
2350,65,67.56,13.75,0
2351,65,69.08,13.4,0
2352,65,70.59,13.06,0
2353,65,72.53,12.71,0
2354,65,74.47,12.36,0
2355,65,74.81,12.25,0
2356,65,75.14,12.14,0
2357,65,75.92,11.97,0
2358,65,76.71,11.8,0
2359,65,77.71,11.68,0
2360,65,78.71,11.56,0
2361,65,79.42,11.54,0
2362,65,80.12,11.53,0
2363,65,80.83,11.51,0
2364,65,81.69,11.4,0
2365,65,82.56,11.28,0
2366,65,83,11.31,0
2367,65,83.45,11.34,0
2368,65,83.46,11.28,0
2369,65,83.46,11.22,0
2370,65,81.33,11.36,0
2371,65,79.2,11.5,0
2372,65,76.21,11.68,0
2373,65,73.22,11.85,0
2374,65,71.66,11.9,0
2375,65,70.11,11.94,0
2376,65,67.47,12.22,0
2377,65,64.84,12.51,0
2378,65,61.5,12.78,0
2379,65,58.17,13.06,0
2380,65,56.04,13.32,0
2381,65,53.91,13.59,0
2382,65,52.66,13.72,0
2383,65,51.4,13.86,0
2384,65,51.86,13.78,0
2385,65,52.31,13.71,0
2386,65,51.48,13.82,0
2387,65,50.65,13.92,0
2388,65,50.54,13.78,0
2389,64.94,50.43,13.63,0
2390,64.89,49.42,13.74,0
2391,64.83,48.4,13.86,0
2392,64.78,47.7,13.97,0
2393,64.72,46.99,14.08,0
2394,64.67,45.62,14.29,0
2395,64.61,44.25,14.5,0
2396,64.56,43,14.77,0
2397,64.5,41.76,15.03,0
2398,64.44,40.51,15.3,0
2399,64.39,40.24,15.64,0
2400,64.33,39.97,15.99,0
2401,64.28,39.86,16.56,0
2402,64.22,39.74,17.13,0
2403,64.17,38.67,17.76,0
2404,64.11,37.6,18.39,0
2405,64.06,35.76,19.12,0
2406,64,33.92,19.85,0
2407,63.94,31.62,20.4,0
2408,63.89,29.33,20.94,0
2409,63.83,28.32,21.5,0
2410,63.78,27.32,22.06,0
2411,63.72,26.32,22.61,0
2412,63.67,25.31,23.17,0
2413,63.61,24.03,23.78,0
2414,63.56,22.75,24.39,0
2415,63.5,21.44,25.26,0
2416,63.44,20.13,26.14,0
2417,63.39,18.73,26.93,0
2418,63.33,17.32,27.72,0
2419,63.28,15.56,28.31,0
2420,63.22,13.79,28.9,0
2421,63.17,12.65,29.42,0
2422,63.11,11.51,29.94,0
2423,63.06,10.88,30.4,0
2424,63,10.25,30.87,0
2425,63,9.86,31.26,0
2426,63,9.46,31.64,0
2427,63,9.07,32.02,0
2428,63,8.68,32.41,0
2429,63,8.38,32.56,0
2430,63,8.09,32.72,0
2431,63,7.8,32.88,0
2432,63,7.5,33.03,0
2433,63,7.38,33.36,0
2434,63,7.25,33.7,0
2435,63,7.12,33.66,0
2436,63,6.99,33.62,0
2437,63,6.75,34.15,0
2438,63,6.51,34.68,0
2439,63,6.44,35.02,0
2440,63,6.37,35.37,0
2441,63,6.34,35.1,0
2442,63,6.31,34.82,0
2443,63,6.07,35.23,0
2444,63,5.82,35.64,0
2445,63,5.58,36.04,0
2446,63,5.34,36.45,0
2447,63,5.22,36.1,0
2448,63,5.1,35.74,0
2449,63,5,35.68,0
2450,63,4.9,35.63,0
2451,63,4.88,35.78,0
2452,63,4.87,35.93,0
2453,63,4.8,35.84,0
2454,63,4.73,35.74,0
2455,63,4.56,35.86,0
2456,63,4.38,35.99,0
2457,63,4.57,35.64,0
2458,63,4.77,35.28,0
2459,63,5.02,34.73,0
2460,63,5.26,34.18,0
2461,63,5.51,33.64,0
2462,63,5.76,33.09,0
2463,63,6,32.74,0
2464,63,6.23,32.38,0
2465,63,6.28,32.53,0
2466,63,6.33,32.68,0
2467,63,6.34,32.52,0
2468,63,6.34,32.36,0
2469,63,6.41,32.52,0
2470,63,6.48,32.67,0
2471,63,6.54,32.72,0
2472,63,6.61,32.76,0
2473,63,6.56,32.64,0
2474,63,6.52,32.52,0
2475,63,6.81,32.67,0
2476,63,7.1,32.82,0
2477,63,7.07,32.62,0
2478,63,7.04,32.42,0
2479,63,7.2,32.74,0
2480,63,7.35,33.06,0
2481,63,7.41,32.96,0
2482,63,7.47,32.86,0
2483,63,7,33.03,0
2484,63,6.53,33.2,0
2485,63,6.91,33.32,0
2486,63,7.29,33.43,0
2487,63,6.96,33.07,0
2488,63,6.64,32.71,0
2489,63,5.7,32.69,0
2490,63,6.14,32.9,0
2491,63,6.57,33.12,0
2492,63,6.64,33.08,0
2493,63,6.71,33.04,0
2494,63,6.72,32.94,0
2495,63,6.73,32.83,0
2496,63,6.87,32.92,0
2497,63,7.01,33.02,0
2498,63,6.83,33.03,0
2499,63,6.65,33.05,0
2500,63,6.56,32.75,0
2501,63,6.48,32.45,0
2502,63,7.56,32.4,0
2503,63,8.63,32.36,0
2504,63,12.48,31.94,0
2505,63,16.33,31.52,0
2506,63,17.44,31.1,0
2507,63,18.55,30.67,0
2508,63,19.74,30.42,0
2509,63,20.92,30.17,0
2510,63,21.55,29.82,0
2511,63,22.18,29.47,0
2512,63,23.02,29.15,0
2513,63,23.85,28.82,0
2514,63,24.68,28.5,0
2515,63,25.52,28.18,0
2516,63,26.36,27.85,0
2517,63,27.19,27.53,0
2518,63,27.25,27.19,0
2519,63,27.31,26.85,0
2520,63,26.25,26.69,0
2521,63,25.19,26.53,0
2522,63,24.36,26.24,0
2523,63,23.53,25.95,0
2524,63,24.76,25.38,0
2525,63,25.99,24.8,0
2526,63,25.94,24.67,0
2527,63,25.88,24.54,0
2528,63,26.41,24.42,0
2529,63,26.94,24.3,0
2530,63,27.66,24.04,0
2531,63,28.39,23.77,0
2532,63,29.7,23.38,0
2533,63,31.02,22.99,0
2534,63,32.17,22.61,0
2535,63,33.33,22.23,0
2536,63,34.26,22,0
2537,63,35.19,21.77,0
2538,63,35.91,21.6,0
2539,63,36.63,21.42,0
2540,63,37.35,21.25,0
2541,63,38.47,21.03,0
2542,63,39.6,20.81,0
2543,63,40.72,20.59,0
2544,63,41.84,20.37,0
2545,63,42.21,20.24,0
2546,63,42.58,20.11,0
2547,63,43.4,19.89,0
2548,63,44.22,19.67,0
2549,63,43.89,19.51,0
2550,63,43.56,19.34,0
2551,63,43.28,19.24,0
2552,63,43.01,19.15,0
2553,63,43.1,19.11,0
2554,63,43.2,19.08,0
2555,63,43.24,19.06,0
2556,63,43.27,19.03,0
2557,63,43.81,18.91,0
2558,63,44.34,18.79,0
2559,63,44.83,18.66,0
2560,63,45.32,18.52,0
2561,63,45.77,18.44,0
2562,63,46.22,18.35,0
2563,63,46.97,18.18,0
2564,63,47.72,18,0
2565,63,47.62,17.97,0
2566,63,47.53,17.94,0
2567,63,47.3,18.15,0
2568,63,47.08,18.35,0
2569,63,47.86,18.48,0
2570,63,48.64,18.62,0
2571,63,50.14,18.54,0
2572,63,51.64,18.45,0
2573,63,52.74,18.41,0
2574,63,53.84,18.37,0
2575,63,54.84,18.28,0
2576,63,55.84,18.19,0
2577,63,56.85,18.1,0
2578,63,57.85,18.01,0
2579,63,58.29,17.96,0
2580,63,58.73,17.91,0
2581,63,59.02,17.87,0
2582,63,59.31,17.82,0
2583,63,59.58,17.72,0
2584,63,59.85,17.62,0
2585,63,59.78,17.58,0
2586,63,59.7,17.53,0
2587,63,59.31,17.54,0
2588,63,58.92,17.55,0
2589,63,58.34,17.61,0
2590,63,57.77,17.67,0
2591,63,58.39,17.52,0
2592,63,59.01,17.36,0
2593,63,59.7,17.16,0
2594,63,60.39,16.96,0
2595,63,61.08,16.76,0
2596,63,62.02,16.51,0
2597,63,62.97,16.25,0
2598,63,64.19,15.93,0
2599,63,65.41,15.61,0
2600,63,66.67,15.32,0
2601,63,67.93,15.03,0
2602,63,69.18,14.67,0
2603,63,70.44,14.31,0
2604,63,71.1,14.22,0
2605,63,71.77,14.13,0
2606,63,72.62,14.02,0
2607,63,73.48,13.91,0
2608,63,73.09,14.12,0
2609,63,72.7,14.34,0
2610,63,72.6,14.42,0
2611,63,72.49,14.49,0
2612,63,72.76,14.26,0
2613,63,73.03,14.04,0
2614,63,74.4,13.7,0
2615,63,75.78,13.35,0
2616,63,77.44,13.11,0
2617,63,79.11,12.87,0
2618,63,80.2,12.86,0
2619,63,81.3,12.85,0
2620,63,81.28,13.27,0
2621,63,81.25,13.7,0
2622,63,80.45,13.96,0
2623,63,79.65,14.23,0
2624,63,79.69,14.22,0
2625,63,79.73,14.2,0
2626,63,80.21,14.17,0
2627,63,80.68,14.14,0
2628,63,81.37,14.08,0
2629,63,82.05,14.01,0
2630,63,82.76,13.98,0
2631,63,83.47,13.95,0
2632,63,84.02,13.87,0
2633,63,84.56,13.78,0
2634,63,85.11,13.7,0
2635,63,85.88,13.64,0
2636,63,86.65,13.58,0
2637,63,87.24,13.56,0
2638,63,87.84,13.53,0
2639,63,88.54,13.38,0
2640,63,89.23,13.22,0
2641,63,90.16,13.21,0
2642,62.97,91.08,13.2,0
2643,62.94,91.44,13.24,0
2644,62.92,91.81,13.29,0
2645,62.89,92.08,13.15,0
2646,62.86,92.35,13.01,0
2647,62.83,93.02,12.86,0
2648,62.81,93.69,12.72,0
2649,62.78,94.21,12.72,0
2650,62.75,94.73,12.71,0
2651,62.72,95.09,12.67,0
2652,62.69,95.45,12.63,0
2653,62.67,95.72,12.59,0
2654,62.64,95.99,12.55,0
2655,62.61,96,12.52,0
2656,62.58,96,12.5,0
2657,62.56,96,12.39,0
2658,62.53,96,12.28,0
2659,62.5,96,12.3,0
2660,62.47,96,12.33,0
2661,62.44,96,12.39,0
2662,62.42,96,12.45,0
2663,62.39,96,12.4,0
2664,62.36,96,12.34,0
2665,62.33,96,12.34,0
2666,62.31,96,12.34,0
2667,62.28,96,12.25,0
2668,62.25,96,12.16,0
2669,62.22,96,12.07,0
2670,62.19,96,11.99,0
2671,62.17,96,11.9,0
2672,62.14,96,11.81,0
2673,62.11,96,11.72,0
2674,62.08,96,11.72,0
2675,62.06,96,11.72,0
2676,62.03,96,11.88,0
2677,62,96,12.03,0
2678,62.08,95.78,12.18,1
2679,62.16,95.56,12.33,1
2680,62.25,93.96,12.35,1
2681,62.33,92.36,12.37,1
2682,62.41,89.96,12.61,1
2683,62.49,87.55,12.85,1
2684,62.58,85.44,13.06,1
2685,62.66,83.34,13.28,1
2686,62.74,78.66,14.44,1
2687,62.82,73.98,15.6,1
2688,62.9,67.02,16.84,1
2689,62.99,60.05,18.08,1
2690,63.07,55.92,18.84,1
2691,63.15,51.78,19.61,1
2692,63.23,48.75,20.4,1
2693,63.32,45.72,21.18,1
2694,63.4,43.93,21.6,1
2695,63.48,42.14,22.02,1
2696,63.56,39.18,22.81,1
2697,63.64,36.22,23.6,1
2698,63.73,33.26,24.39,1
2699,63.81,30.3,25.18,1
2700,63.89,29.16,25.04,1
2701,63.97,28.02,24.89,1
2702,64.05,26.52,25.54,1
2703,64.14,25.01,26.19,1
2704,64.22,23.68,26.39,1
2705,64.3,22.34,26.59,1
2706,64.38,21.2,27.34,1
2707,64.47,20.06,28.08,1
2708,64.55,18.04,29.24,1
2709,64.63,16.01,30.39,1
2710,64.71,14.68,30.24,1
2711,64.79,13.36,30.08,1
2712,64.88,12.44,30.39,1
2713,64.96,11.52,30.7,1
2714,65.04,10.78,31.14,1
2715,65.12,10.04,31.59,1
2716,65.21,8.97,31.92,1
2717,65.29,7.9,32.26,1
2718,65.37,7.4,32.68,1
2719,65.45,6.91,33.1,1
2720,65.53,6.42,33.52,1
2721,65.62,5.92,33.94,1
2722,65.7,5.8,34.14,1
2723,65.78,5.68,34.34,1
2724,65.86,5.34,34.54,1
2725,65.95,5,34.75,1
2726,66.03,4.94,35.03,1
2727,66.11,4.87,35.31,1
2728,66.19,4.86,35.82,1
2729,66.27,4.85,36.33,1
2730,66.36,4.54,36.28,1
2731,66.44,4.22,36.22,1
2732,66.52,3.9,36.17,1
2733,66.6,3.59,36.12,1
2734,66.68,3.42,36.47,1
2735,66.77,3.26,36.82,1
2736,66.85,3.05,37.02,1
2737,66.93,2.84,37.21,1
2738,67.01,2.65,37.48,1
2739,67.1,2.46,37.74,1
2740,67.18,2.45,37.42,1
2741,67.26,2.43,37.09,1
2742,67.34,2.38,36.84,1
2743,67.42,2.32,36.59,1
2744,67.51,2.18,36.67,1
2745,67.59,2.04,36.76,1
2746,67.67,2.26,36,1
2747,67.75,2.47,35.25,1
2748,67.84,2.72,34.71,1
2749,67.92,2.98,34.17,1
2750,68,3.03,34.06,1
2751,68,3.09,33.95,0
2752,68,3.14,33.84,0
2753,68,3.2,33.72,0
2754,68,3.25,33.61,0
2755,68,3.3,33.5,0
2756,68,3.36,33.39,0
2757,68,3.41,33.28,0
2758,68,3.66,33.28,0
2759,68,3.92,33.27,0
2760,68,3.83,33.47,0
2761,68,3.74,33.67,0
2762,68,3.97,33.66,0
2763,68,4.2,33.65,0
2764,68,4.44,33.64,0
2765,68,4.67,33.63,0
2766,68,4.12,33.72,0
2767,68,3.56,33.82,0
2768,68,4.28,33.75,0
2769,68,5.01,33.69,0
2770,68,4.62,33.76,0
2771,68,4.22,33.83,0
2772,68,4.51,33.83,0
2773,68,4.8,33.83,0
2774,68,4.98,33.88,0
2775,68,5.17,33.94,0
2776,68,4.4,34.16,0
2777,68,3.64,34.37,0
2778,68,3.7,34.2,0
2779,68,3.77,34.02,0
2780,68,4.08,33.93,0
2781,68,4.38,33.84,0
2782,68,4.56,34.13,0
2783,68,4.73,34.42,0
2784,68,4.43,34.12,0
2785,68,4.13,33.83,0
2786,68,4.56,33.72,0
2787,68,4.98,33.61,0
2788,68,4.83,33.64,0
2789,68,4.68,33.66,0
2790,68,4.74,33.5,0
2791,68,4.8,33.35,0
2792,68,4.44,33.2,0
2793,68,4.08,33.06,0
2794,68,4.32,33.13,0
2795,68,4.57,33.2,0
2796,68,4.76,33.16,0
2797,68,4.94,33.12,0
2798,68,4.69,33.02,0
2799,68,4.43,32.92,0
2800,68,4.66,32.83,0
2801,68,4.89,32.74,0
2802,68,4.99,32.61,0
2803,68,5.1,32.47,0
2804,68,5.08,32.38,0
2805,68,5.06,32.28,0
2806,68,8.82,31.81,0
2807,68,12.58,31.34,0
2808,68,16.34,30.88,0
2809,68,20.1,30.41,0
2810,68,22.62,29.57,0
2811,68,25.13,28.72,0
2812,68,27.65,27.88,0
2813,68,30.16,27.04,0
2814,68,30.82,26.62,0
2815,68,31.49,26.19,0
2816,68,32.57,25.63,0
2817,68,33.65,25.07,0
2818,68,34.87,24.65,0
2819,68,36.09,24.23,0
2820,68,37.16,23.78,0
2821,68,38.23,23.33,0
2822,68,39.51,22.86,0
2823,68,40.79,22.4,0
2824,68,41.82,22.12,0
2825,68,42.84,21.83,0
2826,68,43.62,21.6,0
2827,68,44.39,21.36,0
2828,68,45.27,21.18,0
2829,68,46.15,21,0
2830,68,47.54,20.74,0
2831,68,48.93,20.47,0
2832,68,49.73,20.35,0
2833,68,50.53,20.23,0
2834,68,51.33,20.11,0
2835,68,52.13,19.99,0
2836,68,52.84,19.81,0
2837,68,53.56,19.63,0
2838,68,53.92,19.52,0
2839,68,54.28,19.4,0
2840,68,54.7,19.2,0
2841,68,55.11,19.01,0
2842,68,55.22,18.91,0
2843,68,55.34,18.81,0
2844,68,55.57,18.74,0
2845,68,55.8,18.67,0
2846,68,55.56,18.65,0
2847,68,55.31,18.63,0
2848,68,55.33,18.63,0
2849,68,55.35,18.64,0
2850,68,55.94,18.53,0
2851,68,56.53,18.42,0
2852,68,57.03,18.38,0
2853,68,57.52,18.33,0
2854,68,57.98,18.23,0
2855,68,58.44,18.12,0
2856,68,58.82,18.08,0
2857,68,59.2,18.05,0
2858,68,59.53,18.04,0
2859,68,59.86,18.03,0
2860,68,60.27,17.97,0
2861,68,60.68,17.91,0
2862,68,61.7,17.67,0
2863,68,62.73,17.43,0
2864,68,63.17,17.32,0
2865,68,63.61,17.21,0
2866,68,63.85,17.18,0
2867,68,64.09,17.14,0
2868,68,64.23,17.2,0
2869,68,64.36,17.25,0
2870,68,64.5,17.31,0
2871,68,65.44,17.16,0
2872,68,66.39,17.01,0
2873,68,67.13,16.9,0
2874,68,67.88,16.78,0
2875,68,67.83,16.84,0
2876,68,67.78,16.9,0
2877,68,67.92,16.88,0
2878,68,68.06,16.85,0
2879,68,69.1,16.68,0
2880,68,70.13,16.51,0
2881,68,70.56,16.38,0
2882,68,70.98,16.24,0
2883,68,72.18,15.96,0
2884,68,73.39,15.69,0
2885,68,73.52,15.8,0
2886,68,73.65,15.91,0
2887,68,73.56,15.97,0
2888,68,73.46,16.03,0
2889,68,74.13,15.95,0
2890,68,74.8,15.87,0
2891,68,75.19,15.76,0
2892,68,75.59,15.65,0
2893,68,76.43,15.5,0
2894,68,77.27,15.34,0
2895,68,77.31,15.41,0
2896,68,77.34,15.48,0
2897,68,77.28,15.46,0
2898,68,77.22,15.45,0
2899,68,77.58,15.48,0
2900,68,77.94,15.51,0
2901,68,77.97,15.42,0
2902,68,78.01,15.32,0
2903,68,78.69,15.1,0
2904,68,79.38,14.88,0
2905,68,79.59,14.85,0
2906,68,79.79,14.82,0
2907,68,80.02,14.79,0
2908,68,80.25,14.76,0
2909,68,81.75,14.39,0
2910,68,83.25,14.02,0
2911,68,84.26,13.97,0
2912,68,85.26,13.92,0
2913,68,85.88,13.9,0
2914,68,86.49,13.89,0
2915,68,87.11,13.87,0
2916,68,87.72,13.92,0
2917,68,88.34,13.98,0
2918,68,88.9,13.84,0
2919,68,89.45,13.71,0
2920,68,90.28,13.59,0
2921,68,91.11,13.47,0
2922,68,91.82,13.37,0
2923,68,92.52,13.27,0
2924,68,92.95,13.06,0
2925,68,93.38,12.85,0
2926,68,93.71,12.57,0
2927,68,94.04,12.29,0
2928,68,94.57,12.07,0
2929,68,95.1,11.85,0
2930,68,95.54,11.76,0
2931,68,95.97,11.68,0
2932,68,95.98,11.74,0
2933,68,96,11.81,0
2934,68,96,11.98,0
2935,68,96,12.14,0
2936,68,96,12.29,0
2937,68,96,12.44,0
2938,68,96,12.54,0
2939,68,96,12.65,0
2940,68,96,12.68,0
2941,68,96,12.7,0
2942,68,96,12.82,0
2943,68,96,12.94,0
2944,68,96,13.14,0
2945,68,96,13.35,0
2946,68,96,13.41,0
2947,68,96,13.47,0
2948,68,96,13.36,0
2949,68,96,13.26,0
2950,68,96,13.29,0
2951,68,96,13.33,0
2952,68,96,13.36,0
2953,68,96,13.26,0
2954,68,96,13.17,0
2955,68,96,13.01,0
2956,68,96,12.85,0
2957,68,96,12.85,0
2958,68,96,12.85,0
2959,68,96,12.72,0
2960,68,96,12.58,0
2961,68,96,12.36,0
2962,68,96,12.13,0
2963,68,96,12.16,0
2964,68,96,12.2,0
2965,68,96,12.22,0
2966,68,96,12.23,0
2967,67.94,96,12.3,0
2968,67.89,96,12.37,0
2969,67.83,96,12.42,0
2970,67.78,96,12.46,0
2971,67.72,95.84,12.54,0
2972,67.67,95.67,12.61,0
2973,67.61,92.24,13.52,0
2974,67.56,88.82,14.43,0
2975,67.5,78.4,16.19,0
2976,67.44,67.97,17.95,0
2977,67.39,61.84,18.71,0
2978,67.33,55.7,19.47,0
2979,67.28,52.7,20.05,0
2980,67.22,49.7,20.63,0
2981,67.17,47.84,20.78,0
2982,67.11,45.99,20.93,0
2983,67.06,44.12,21.32,0
2984,67,42.24,21.72,0
2985,66.94,39.56,22.64,0
2986,66.89,36.88,23.56,0
2987,66.83,34.19,24.48,0
2988,66.78,31.51,25.4,0
2989,66.72,29.82,25.89,0
2990,66.67,28.13,26.38,0
2991,66.61,26.42,27.04,0
2992,66.56,24.72,27.69,0
2993,66.5,23.26,27.68,0
2994,66.44,21.81,27.66,0
2995,66.39,20.17,28.28,0
2996,66.33,18.53,28.91,0
2997,66.28,16.88,29.54,0
2998,66.22,15.24,30.16,0
2999,66.17,13.6,30.78,0
3000,66.11,11.96,31.41,0
3001,66.06,10.92,31.23,0
3002,66,9.88,31.05,0
3003,66.02,9.31,31.24,1
3004,66.04,8.74,31.44,1
3005,66.07,8.17,31.63,1
3006,66.09,7.6,31.82,1
3007,66.11,7.02,32.77,1
3008,66.13,6.44,33.72,1
3009,66.15,5.86,34.68,1
3010,66.18,5.28,35.63,1
3011,66.2,5.06,35.93,1
3012,66.22,4.83,36.23,1
3013,66.24,4.5,36.59,1
3014,66.26,4.17,36.95,1
3015,66.29,4.01,37.12,1
3016,66.31,3.86,37.29,1
3017,66.33,3.97,36.94,1
3018,66.35,4.09,36.59,1
3019,66.37,3.91,36.72,1
3020,66.4,3.73,36.85,1
3021,66.42,3.55,36.98,1
3022,66.44,3.37,37.11,1
3023,66.46,3.12,38.16,1
3024,66.48,2.87,39.21,1
3025,66.51,2.56,38.72,1
3026,66.53,2.25,38.23,1
3027,66.55,2.1,38.72,1
3028,66.57,1.96,39.2,1
3029,66.59,1.98,38.51,1
3030,66.62,2.01,37.82,1
3031,66.64,1.9,38.08,1
3032,66.66,1.78,38.33,1
3033,66.68,1.81,38,1
3034,66.7,1.84,37.67,1
3035,66.73,2,37.22,1
3036,66.75,2.16,36.76,1
3037,66.77,2.32,36.31,1
3038,66.79,2.48,35.86,1
3039,66.81,2.49,35.88,1
3040,66.84,2.5,35.9,1
3041,66.86,2.51,35.93,1
3042,66.88,2.52,35.95,1
3043,66.9,2.43,35.96,1
3044,66.92,2.34,35.97,1
3045,66.95,2.47,36.02,1
3046,66.97,2.61,36.07,1
3047,66.99,2.34,35.9,1
3048,67.01,2.07,35.73,1
3049,67.03,2.13,35.62,1
3050,67.05,2.2,35.52,1
3051,67.08,1.98,35.84,1
3052,67.1,1.76,36.16,1
3053,67.12,1.77,36.11,1
3054,67.14,1.78,36.07,1
3055,67.16,1.88,35.95,1
3056,67.19,1.97,35.83,1
3057,67.21,1.92,35.85,1
3058,67.23,1.87,35.87,1
3059,67.25,1.85,35.84,1
3060,67.27,1.82,35.82,1
3061,67.3,1.72,36.04,1
3062,67.32,1.62,36.26,1
3063,67.34,1.52,36.49,1
3064,67.36,1.42,36.71,1
3065,67.38,1.36,36.54,1
3066,67.41,1.31,36.37,1
3067,67.43,1.62,36.02,1
3068,67.45,1.93,35.67,1
3069,67.47,1.48,35.95,1
3070,67.49,1.02,36.23,1
3071,67.52,1.08,36.53,1
3072,67.54,1.13,36.84,1
3073,67.56,1.46,36.5,1
3074,67.58,1.8,36.15,1
